,submission_id,itemID,type,setting,region,avg_rt,phrase,phrase_length,speakerKnowledge,is_a_quantifier,item_has_a_scalar_trigger_sentence,triggerType
737,3405,24,trigger,scalar,1_s_quantifier,456.0,Some of my stocks went up.,6.0,partial,no,yes,scalar
738,3405,24,trigger,scalar,2_s_ntw_1,285.0,Some of my stocks went up.,6.0,partial,no,yes,scalar
739,3405,24,trigger,scalar,3_s_ntw_2,286.0,Some of my stocks went up.,6.0,partial,no,yes,scalar
740,3405,24,continuation,cancelation,cancelation_1,262.0,"In fact, they all did but my portfolio was still down for the year.",14.0,partial,no,yes,scalar
741,3405,24,continuation,cancelation,cancelation_2,258.0,"In fact, they all did but my portfolio was still down for the year.",14.0,partial,no,yes,scalar
742,3405,24,continuation,cancelation,cancelation_3,272.0,"In fact, they all did but my portfolio was still down for the year.",14.0,partial,no,yes,scalar
743,3405,24,continuation,cancelation,cancelation_4,263.0,"In fact, they all did but my portfolio was still down for the year.",14.0,partial,no,yes,scalar
744,3405,15,trigger,focused,1_f_particle,326.0,Only some of their hotels were expensive.,7.0,full,no,no,focused
745,3405,15,trigger,focused,2_f_quantifier,276.0,Only some of their hotels were expensive.,7.0,full,no,no,focused
746,3405,15,trigger,focused,3_f_ntw_1,295.5,Only some of their hotels were expensive.,7.0,full,no,no,focused
747,3405,15,trigger,focused,4_f_ntw_2,278.5,Only some of their hotels were expensive.,7.0,full,no,no,focused
748,3405,15,continuation,complement,1_anaphor,266.5,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
749,3405,15,continuation,complement,2_predicate,295.5,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
750,3405,15,continuation,complement,3_clause_boundary,268.0,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
751,3405,15,continuation,complement,4_next_two_words,276.5,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
752,3405,18,trigger,scalar,1_s_quantifier,252.5,Some of its problems were difficult.,6.0,full,no,yes,scalar
753,3405,18,trigger,scalar,2_s_ntw_1,256.0,Some of its problems were difficult.,6.0,full,no,yes,scalar
754,3405,18,trigger,scalar,3_s_ntw_2,283.0,Some of its problems were difficult.,6.0,full,no,yes,scalar
755,3405,18,continuation,complement,1_anaphor,273.5,The others were straightforward and I feel like I learned a lot.,12.0,full,no,yes,scalar
756,3405,18,continuation,complement,2_predicate,261.5,The others were straightforward and I feel like I learned a lot.,12.0,full,no,yes,scalar
757,3405,18,continuation,complement,3_clause_boundary,279.0,The others were straightforward and I feel like I learned a lot.,12.0,full,no,yes,scalar
758,3405,18,continuation,complement,4_next_two_words,314.5,The others were straightforward and I feel like I learned a lot.,12.0,full,no,yes,scalar
759,3405,6,trigger,scalar,1_s_quantifier,285.0,Some of our computers were infected.,6.0,full,no,yes,scalar
760,3405,6,trigger,scalar,2_s_ntw_1,302.5,Some of our computers were infected.,6.0,full,no,yes,scalar
761,3405,6,trigger,scalar,3_s_ntw_2,272.0,Some of our computers were infected.,6.0,full,no,yes,scalar
762,3405,6,continuation,cancelation,cancelation_1,387.5,"In fact, they all were and the virus nearly destroyed the whole system.",13.0,full,no,yes,scalar
763,3405,6,continuation,cancelation,cancelation_2,267.0,"In fact, they all were and the virus nearly destroyed the whole system.",13.0,full,no,yes,scalar
764,3405,6,continuation,cancelation,cancelation_3,283.0,"In fact, they all were and the virus nearly destroyed the whole system.",13.0,full,no,yes,scalar
765,3405,6,continuation,cancelation,cancelation_4,291.0,"In fact, they all were and the virus nearly destroyed the whole system.",13.0,full,no,yes,scalar
766,3405,19,trigger,scalar,1_s_quantifier,300.5,"Today, some of the liquid nitrogen containers needed to be refilled.",11.0,full,no,yes,scalar
767,3405,19,trigger,scalar,2_s_ntw_1,270.5,"Today, some of the liquid nitrogen containers needed to be refilled.",11.0,full,no,yes,scalar
768,3405,19,trigger,scalar,3_s_ntw_2,288.0,"Today, some of the liquid nitrogen containers needed to be refilled.",11.0,full,no,yes,scalar
769,3405,19,continuation,cancelation,cancelation_1,251.5,"In fact, they all did which confused me because we hadn’t used a lot this morning.",16.0,full,no,yes,scalar
770,3405,19,continuation,cancelation,cancelation_2,262.5,"In fact, they all did which confused me because we hadn’t used a lot this morning.",16.0,full,no,yes,scalar
771,3405,19,continuation,cancelation,cancelation_3,272.0,"In fact, they all did which confused me because we hadn’t used a lot this morning.",16.0,full,no,yes,scalar
772,3405,19,continuation,cancelation,cancelation_4,270.0,"In fact, they all did which confused me because we hadn’t used a lot this morning.",16.0,full,no,yes,scalar
773,3405,23,trigger,scalar,1_s_quantifier,261.5,Some of the words sounded like they do in English.,10.0,partial,no,yes,scalar
774,3405,23,trigger,scalar,2_s_ntw_1,270.5,Some of the words sounded like they do in English.,10.0,partial,no,yes,scalar
775,3405,23,trigger,scalar,3_s_ntw_2,252.0,Some of the words sounded like they do in English.,10.0,partial,no,yes,scalar
776,3405,23,continuation,cancelation,cancelation_1,269.5,"In fact, they all did which made the test somewhat easier.",11.0,partial,no,yes,scalar
777,3405,23,continuation,cancelation,cancelation_2,264.5,"In fact, they all did which made the test somewhat easier.",11.0,partial,no,yes,scalar
778,3405,23,continuation,cancelation,cancelation_3,268.0,"In fact, they all did which made the test somewhat easier.",11.0,partial,no,yes,scalar
779,3405,23,continuation,cancelation,cancelation_4,244.0,"In fact, they all did which made the test somewhat easier.",11.0,partial,no,yes,scalar
780,3405,13,trigger,scalar,1_s_quantifier,251.0,Some of its tires were flat.,6.0,full,no,yes,scalar
781,3405,13,trigger,scalar,2_s_ntw_1,249.5,Some of its tires were flat.,6.0,full,no,yes,scalar
782,3405,13,trigger,scalar,3_s_ntw_2,267.5,Some of its tires were flat.,6.0,full,no,yes,scalar
783,3405,13,continuation,cancelation,cancelation_1,258.5,"In fact, they all were so the cost to repair it would be enormous.",14.0,full,no,yes,scalar
784,3405,13,continuation,cancelation,cancelation_2,279.0,"In fact, they all were so the cost to repair it would be enormous.",14.0,full,no,yes,scalar
785,3405,13,continuation,cancelation,cancelation_3,258.0,"In fact, they all were so the cost to repair it would be enormous.",14.0,full,no,yes,scalar
786,3405,13,continuation,cancelation,cancelation_4,240.0,"In fact, they all were so the cost to repair it would be enormous.",14.0,full,no,yes,scalar
787,3405,10,trigger,scalar,1_s_quantifier,278.0,Some of my favorite rides were still running.,8.0,full,no,yes,scalar
788,3405,10,trigger,scalar,2_s_ntw_1,281.0,Some of my favorite rides were still running.,8.0,full,no,yes,scalar
789,3405,10,trigger,scalar,3_s_ntw_2,462.5,Some of my favorite rides were still running.,8.0,full,no,yes,scalar
790,3405,10,continuation,complement,1_anaphor,411.0,The rest were shut down since they were no longer popular.,11.0,full,no,yes,scalar
791,3405,10,continuation,complement,2_predicate,260.6666666666667,The rest were shut down since they were no longer popular.,11.0,full,no,yes,scalar
792,3405,10,continuation,complement,3_clause_boundary,257.0,The rest were shut down since they were no longer popular.,11.0,full,no,yes,scalar
793,3405,10,continuation,complement,4_next_two_words,288.5,The rest were shut down since they were no longer popular.,11.0,full,no,yes,scalar
794,3405,12,trigger,scalar,1_s_quantifier,254.5,Some of the dog’s teeth were missing.,7.0,full,no,yes,scalar
795,3405,12,trigger,scalar,2_s_ntw_1,256.5,Some of the dog’s teeth were missing.,7.0,full,no,yes,scalar
796,3405,12,trigger,scalar,3_s_ntw_2,241.0,Some of the dog’s teeth were missing.,7.0,full,no,yes,scalar
797,3405,12,continuation,cancelation,cancelation_1,231.5,"In fact, they all were because its owners completely neglected its oral hygiene.",13.0,full,no,yes,scalar
798,3405,12,continuation,cancelation,cancelation_2,224.5,"In fact, they all were because its owners completely neglected its oral hygiene.",13.0,full,no,yes,scalar
799,3405,12,continuation,cancelation,cancelation_3,223.0,"In fact, they all were because its owners completely neglected its oral hygiene.",13.0,full,no,yes,scalar
800,3405,12,continuation,cancelation,cancelation_4,279.0,"In fact, they all were because its owners completely neglected its oral hygiene.",13.0,full,no,yes,scalar
801,3405,5,trigger,scalar,1_s_quantifier,255.0,Some of the real estate investments lost money.,8.0,partial,no,yes,scalar
802,3405,5,trigger,scalar,2_s_ntw_1,254.5,Some of the real estate investments lost money.,8.0,partial,no,yes,scalar
803,3405,5,trigger,scalar,3_s_ntw_2,253.5,Some of the real estate investments lost money.,8.0,partial,no,yes,scalar
804,3405,5,continuation,complement,1_anaphor,245.5,The others were successful despite the recent economic downturn.,9.0,partial,no,yes,scalar
805,3405,5,continuation,complement,2_predicate,229.5,The others were successful despite the recent economic downturn.,9.0,partial,no,yes,scalar
806,3405,5,continuation,complement,3_clause_boundary,240.0,The others were successful despite the recent economic downturn.,9.0,partial,no,yes,scalar
807,3405,5,continuation,complement,4_next_two_words,234.0,The others were successful despite the recent economic downturn.,9.0,partial,no,yes,scalar
808,3405,16,trigger,focused,1_f_particle,263.0,Only some of my new bottles of vodka were opened.,10.0,partial,no,no,focused
809,3405,16,trigger,focused,2_f_quantifier,293.0,Only some of my new bottles of vodka were opened.,10.0,partial,no,no,focused
810,3405,16,trigger,focused,3_f_ntw_1,294.0,Only some of my new bottles of vodka were opened.,10.0,partial,no,no,focused
811,3405,16,trigger,focused,4_f_ntw_2,298.0,Only some of my new bottles of vodka were opened.,10.0,partial,no,no,focused
812,3405,16,continuation,complement,1_anaphor,265.5,"The others were untouched, but I was still concerned and decided to call her parents.",15.0,partial,no,no,focused
813,3405,16,continuation,complement,2_predicate,290.0,"The others were untouched, but I was still concerned and decided to call her parents.",15.0,partial,no,no,focused
814,3405,16,continuation,complement,3_clause_boundary,284.0,"The others were untouched, but I was still concerned and decided to call her parents.",15.0,partial,no,no,focused
815,3405,16,continuation,complement,4_next_two_words,276.0,"The others were untouched, but I was still concerned and decided to call her parents.",15.0,partial,no,no,focused
816,3405,3,trigger,scalar,1_s_quantifier,429.0,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
817,3405,3,trigger,scalar,2_s_ntw_1,412.0,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
818,3405,3,trigger,scalar,3_s_ntw_2,369.0,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
819,3405,3,continuation,complement,1_anaphor,437.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
820,3405,3,continuation,complement,2_predicate,370.5,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
821,3405,3,continuation,complement,3_clause_boundary,627.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
822,3405,3,continuation,complement,4_next_two_words,387.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
823,3405,22,trigger,focused,1_f_particle,275.0,Only some of their losses were close.,7.0,full,no,no,focused
824,3405,22,trigger,focused,2_f_quantifier,256.0,Only some of their losses were close.,7.0,full,no,no,focused
825,3405,22,trigger,focused,3_f_ntw_1,433.0,Only some of their losses were close.,7.0,full,no,no,focused
826,3405,22,trigger,focused,4_f_ntw_2,267.0,Only some of their losses were close.,7.0,full,no,no,focused
827,3405,22,continuation,complement,1_anaphor,256.0,The others were blowouts which made the games boring to watch.,11.0,full,no,no,focused
828,3405,22,continuation,complement,2_predicate,278.5,The others were blowouts which made the games boring to watch.,11.0,full,no,no,focused
829,3405,22,continuation,complement,3_clause_boundary,309.0,The others were blowouts which made the games boring to watch.,11.0,full,no,no,focused
830,3405,22,continuation,complement,4_next_two_words,275.0,The others were blowouts which made the games boring to watch.,11.0,full,no,no,focused
831,3405,9,trigger,scalar,1_s_quantifier,301.5,Some of the dishes were spicy.,6.0,full,no,yes,scalar
832,3405,9,trigger,scalar,2_s_ntw_1,282.0,Some of the dishes were spicy.,6.0,full,no,yes,scalar
833,3405,9,trigger,scalar,3_s_ntw_2,293.0,Some of the dishes were spicy.,6.0,full,no,yes,scalar
834,3405,9,continuation,complement,1_anaphor,264.5,The rest were mild and I found them to be bland.,11.0,full,no,yes,scalar
835,3405,9,continuation,complement,2_predicate,257.5,The rest were mild and I found them to be bland.,11.0,full,no,yes,scalar
836,3405,9,continuation,complement,3_clause_boundary,266.0,The rest were mild and I found them to be bland.,11.0,full,no,yes,scalar
837,3405,9,continuation,complement,4_next_two_words,317.0,The rest were mild and I found them to be bland.,11.0,full,no,yes,scalar
838,3405,11,trigger,focused,1_f_particle,270.0,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
839,3405,11,trigger,focused,2_f_quantifier,308.0,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
840,3405,11,trigger,focused,3_f_ntw_1,1104.5,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
841,3405,11,trigger,focused,4_f_ntw_2,290.0,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
842,3405,11,continuation,complement,1_anaphor,796.0,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
843,3405,11,continuation,complement,2_predicate,471.0,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
844,3405,11,continuation,complement,3_clause_boundary,495.0,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
845,3405,11,continuation,complement,4_next_two_words,380.5,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
846,3405,2,trigger,focused,1_f_particle,350.0,Only some of the residents had evacuated.,7.0,full,no,no,focused
847,3405,2,trigger,focused,2_f_quantifier,312.5,Only some of the residents had evacuated.,7.0,full,no,no,focused
848,3405,2,trigger,focused,3_f_ntw_1,327.5,Only some of the residents had evacuated.,7.0,full,no,no,focused
849,3405,2,trigger,focused,4_f_ntw_2,348.5,Only some of the residents had evacuated.,7.0,full,no,no,focused
850,3405,2,continuation,complement,1_anaphor,326.0,The rest stayed at home and foolishly risked their lives.,10.0,full,no,no,focused
851,3405,2,continuation,complement,2_predicate,316.6666666666667,The rest stayed at home and foolishly risked their lives.,10.0,full,no,no,focused
852,3405,2,continuation,complement,3_clause_boundary,285.0,The rest stayed at home and foolishly risked their lives.,10.0,full,no,no,focused
853,3405,2,continuation,complement,4_next_two_words,313.0,The rest stayed at home and foolishly risked their lives.,10.0,full,no,no,focused
854,3405,1,trigger,scalar,1_s_quantifier,298.0,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
855,3405,1,trigger,scalar,2_s_ntw_1,300.0,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
856,3405,1,trigger,scalar,3_s_ntw_2,343.0,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
857,3405,1,continuation,cancelation,cancelation_1,324.5,"In fact, they all were, so the company is planning to sue.",12.0,partial,no,yes,scalar
858,3405,1,continuation,cancelation,cancelation_2,263.0,"In fact, they all were, so the company is planning to sue.",12.0,partial,no,yes,scalar
859,3405,1,continuation,cancelation,cancelation_3,573.0,"In fact, they all were, so the company is planning to sue.",12.0,partial,no,yes,scalar
860,3405,1,continuation,cancelation,cancelation_4,305.0,"In fact, they all were, so the company is planning to sue.",12.0,partial,no,yes,scalar
861,3405,14,trigger,focused,1_f_particle,284.0,Only some of my predictions were correct.,7.0,partial,no,no,focused
862,3405,14,trigger,focused,2_f_quantifier,306.5,Only some of my predictions were correct.,7.0,partial,no,no,focused
863,3405,14,trigger,focused,3_f_ntw_1,384.0,Only some of my predictions were correct.,7.0,partial,no,no,focused
864,3405,14,trigger,focused,4_f_ntw_2,336.0,Only some of my predictions were correct.,7.0,partial,no,no,focused
865,3405,14,continuation,complement,1_anaphor,435.5,The rest were wrong so my theory must be mistaken.,10.0,partial,no,no,focused
866,3405,14,continuation,complement,2_predicate,383.5,The rest were wrong so my theory must be mistaken.,10.0,partial,no,no,focused
867,3405,14,continuation,complement,3_clause_boundary,357.0,The rest were wrong so my theory must be mistaken.,10.0,partial,no,no,focused
868,3405,14,continuation,complement,4_next_two_words,300.5,The rest were wrong so my theory must be mistaken.,10.0,partial,no,no,focused
869,3405,21,trigger,focused,1_f_particle,351.0,Only some of the dictionaries were labeled incorrectly.,8.0,partial,no,no,focused
870,3405,21,trigger,focused,2_f_quantifier,308.0,Only some of the dictionaries were labeled incorrectly.,8.0,partial,no,no,focused
871,3405,21,trigger,focused,3_f_ntw_1,358.5,Only some of the dictionaries were labeled incorrectly.,8.0,partial,no,no,focused
872,3405,21,trigger,focused,4_f_ntw_2,358.0,Only some of the dictionaries were labeled incorrectly.,8.0,partial,no,no,focused
873,3405,21,continuation,complement,1_anaphor,363.5,The others were labeled appropriately though a few of them had been shelved in the wrong place.,17.0,partial,no,no,focused
874,3405,21,continuation,complement,2_predicate,353.0,The others were labeled appropriately though a few of them had been shelved in the wrong place.,17.0,partial,no,no,focused
875,3405,21,continuation,complement,3_clause_boundary,294.0,The others were labeled appropriately though a few of them had been shelved in the wrong place.,17.0,partial,no,no,focused
876,3405,21,continuation,complement,4_next_two_words,288.5,The others were labeled appropriately though a few of them had been shelved in the wrong place.,17.0,partial,no,no,focused
877,3404,9,trigger,scalar,1_s_quantifier,244.0,Some of the dishes were spicy.,6.0,partial,no,yes,scalar
878,3404,9,trigger,scalar,2_s_ntw_1,217.0,Some of the dishes were spicy.,6.0,partial,no,yes,scalar
879,3404,9,trigger,scalar,3_s_ntw_2,201.5,Some of the dishes were spicy.,6.0,partial,no,yes,scalar
880,3404,9,continuation,cancelation,cancelation_1,223.0,"In fact, they all were but fortunately I love spicy food.",11.0,partial,no,yes,scalar
881,3404,9,continuation,cancelation,cancelation_2,188.0,"In fact, they all were but fortunately I love spicy food.",11.0,partial,no,yes,scalar
882,3404,9,continuation,cancelation,cancelation_3,180.0,"In fact, they all were but fortunately I love spicy food.",11.0,partial,no,yes,scalar
883,3404,9,continuation,cancelation,cancelation_4,194.0,"In fact, they all were but fortunately I love spicy food.",11.0,partial,no,yes,scalar
884,3404,6,trigger,scalar,1_s_quantifier,215.5,Some of our computers were infected.,6.0,full,no,yes,scalar
885,3404,6,trigger,scalar,2_s_ntw_1,214.0,Some of our computers were infected.,6.0,full,no,yes,scalar
886,3404,6,trigger,scalar,3_s_ntw_2,225.0,Some of our computers were infected.,6.0,full,no,yes,scalar
887,3404,6,continuation,complement,1_anaphor,213.0,The rest were clean because their owners had been very cautious.,11.0,full,no,yes,scalar
888,3404,6,continuation,complement,2_predicate,214.0,The rest were clean because their owners had been very cautious.,11.0,full,no,yes,scalar
889,3404,6,continuation,complement,3_clause_boundary,204.0,The rest were clean because their owners had been very cautious.,11.0,full,no,yes,scalar
890,3404,6,continuation,complement,4_next_two_words,231.0,The rest were clean because their owners had been very cautious.,11.0,full,no,yes,scalar
891,3404,4,trigger,scalar,1_s_quantifier,190.5,Some of the passengers were still alive.,7.0,full,no,yes,scalar
892,3404,4,trigger,scalar,2_s_ntw_1,199.5,Some of the passengers were still alive.,7.0,full,no,yes,scalar
893,3404,4,trigger,scalar,3_s_ntw_2,212.5,Some of the passengers were still alive.,7.0,full,no,yes,scalar
894,3404,4,continuation,complement,1_anaphor,198.5,The others were killed on impact and there was no opportunity to save them.,14.0,full,no,yes,scalar
895,3404,4,continuation,complement,2_predicate,262.0,The others were killed on impact and there was no opportunity to save them.,14.0,full,no,yes,scalar
896,3404,4,continuation,complement,3_clause_boundary,215.0,The others were killed on impact and there was no opportunity to save them.,14.0,full,no,yes,scalar
897,3404,4,continuation,complement,4_next_two_words,198.5,The others were killed on impact and there was no opportunity to save them.,14.0,full,no,yes,scalar
898,3404,18,trigger,scalar,1_s_quantifier,174.0,Some of its problems were difficult.,6.0,full,no,yes,scalar
899,3404,18,trigger,scalar,2_s_ntw_1,197.5,Some of its problems were difficult.,6.0,full,no,yes,scalar
900,3404,18,trigger,scalar,3_s_ntw_2,210.5,Some of its problems were difficult.,6.0,full,no,yes,scalar
901,3404,18,continuation,cancelation,cancelation_1,198.5,"In fact, they all were but it received a positive review anyway.",12.0,full,no,yes,scalar
902,3404,18,continuation,cancelation,cancelation_2,207.0,"In fact, they all were but it received a positive review anyway.",12.0,full,no,yes,scalar
903,3404,18,continuation,cancelation,cancelation_3,199.0,"In fact, they all were but it received a positive review anyway.",12.0,full,no,yes,scalar
904,3404,18,continuation,cancelation,cancelation_4,228.0,"In fact, they all were but it received a positive review anyway.",12.0,full,no,yes,scalar
905,3404,17,trigger,scalar,1_s_quantifier,225.0,Some of the steps were damaged.,6.0,full,no,yes,scalar
906,3404,17,trigger,scalar,2_s_ntw_1,214.0,Some of the steps were damaged.,6.0,full,no,yes,scalar
907,3404,17,trigger,scalar,3_s_ntw_2,230.5,Some of the steps were damaged.,6.0,full,no,yes,scalar
908,3404,17,continuation,cancelation,cancelation_1,224.5,"In fact, they all were so they will require extensive repairs.",11.0,full,no,yes,scalar
909,3404,17,continuation,cancelation,cancelation_2,214.0,"In fact, they all were so they will require extensive repairs.",11.0,full,no,yes,scalar
910,3404,17,continuation,cancelation,cancelation_3,195.0,"In fact, they all were so they will require extensive repairs.",11.0,full,no,yes,scalar
911,3404,17,continuation,cancelation,cancelation_4,217.0,"In fact, they all were so they will require extensive repairs.",11.0,full,no,yes,scalar
912,3404,20,trigger,focused,1_f_particle,214.0,Only some of the honors students received prizes.,8.0,partial,no,no,focused
913,3404,20,trigger,focused,2_f_quantifier,209.5,Only some of the honors students received prizes.,8.0,partial,no,no,focused
914,3404,20,trigger,focused,3_f_ntw_1,230.0,Only some of the honors students received prizes.,8.0,partial,no,no,focused
915,3404,20,trigger,focused,4_f_ntw_2,221.0,Only some of the honors students received prizes.,8.0,partial,no,no,focused
916,3404,20,continuation,complement,1_anaphor,206.5,The others were not invited to attend because the teachers didn’t want anyone to feel left out.,17.0,partial,no,no,focused
917,3404,20,continuation,complement,2_predicate,209.6,The others were not invited to attend because the teachers didn’t want anyone to feel left out.,17.0,partial,no,no,focused
918,3404,20,continuation,complement,3_clause_boundary,249.0,The others were not invited to attend because the teachers didn’t want anyone to feel left out.,17.0,partial,no,no,focused
919,3404,20,continuation,complement,4_next_two_words,201.0,The others were not invited to attend because the teachers didn’t want anyone to feel left out.,17.0,partial,no,no,focused
920,3404,15,trigger,focused,1_f_particle,255.0,Only some of their hotels were expensive.,7.0,full,no,no,focused
921,3404,15,trigger,focused,2_f_quantifier,261.5,Only some of their hotels were expensive.,7.0,full,no,no,focused
922,3404,15,trigger,focused,3_f_ntw_1,223.0,Only some of their hotels were expensive.,7.0,full,no,no,focused
923,3404,15,trigger,focused,4_f_ntw_2,223.0,Only some of their hotels were expensive.,7.0,full,no,no,focused
924,3404,15,continuation,complement,1_anaphor,202.5,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
925,3404,15,continuation,complement,2_predicate,214.5,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
926,3404,15,continuation,complement,3_clause_boundary,178.0,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
927,3404,15,continuation,complement,4_next_two_words,241.0,The rest were cheap despite my family’s love for luxurious holidays.,11.0,full,no,no,focused
928,3404,3,trigger,scalar,1_s_quantifier,221.0,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
929,3404,3,trigger,scalar,2_s_ntw_1,230.5,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
930,3404,3,trigger,scalar,3_s_ntw_2,205.0,Some of the company’s accountants were there.,7.0,partial,no,yes,scalar
931,3404,3,continuation,complement,1_anaphor,219.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
932,3404,3,continuation,complement,2_predicate,215.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
933,3404,3,continuation,complement,3_clause_boundary,222.0,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
934,3404,3,continuation,complement,4_next_two_words,216.5,The rest were missing because they had to audit the company’s finances before the end of the quarter.,18.0,partial,no,yes,scalar
935,3404,8,trigger,focused,1_f_particle,196.0,Only some of the leather couches had been sold.,9.0,full,no,no,focused
936,3404,8,trigger,focused,2_f_quantifier,197.5,Only some of the leather couches had been sold.,9.0,full,no,no,focused
937,3404,8,trigger,focused,3_f_ntw_1,212.0,Only some of the leather couches had been sold.,9.0,full,no,no,focused
938,3404,8,trigger,focused,4_f_ntw_2,203.5,Only some of the leather couches had been sold.,9.0,full,no,no,focused
939,3404,8,continuation,complement,1_anaphor,213.0,The rest were going to be stored in the warehouse until the following season.,14.0,full,no,no,focused
940,3404,8,continuation,complement,2_predicate,208.625,The rest were going to be stored in the warehouse until the following season.,14.0,full,no,no,focused
941,3404,8,continuation,complement,3_clause_boundary,217.0,The rest were going to be stored in the warehouse until the following season.,14.0,full,no,no,focused
942,3404,8,continuation,complement,4_next_two_words,249.5,The rest were going to be stored in the warehouse until the following season.,14.0,full,no,no,focused
943,3404,5,trigger,focused,1_f_particle,395.0,Only some of the real estate investments lost money.,9.0,full,no,no,focused
944,3404,5,trigger,focused,2_f_quantifier,292.5,Only some of the real estate investments lost money.,9.0,full,no,no,focused
945,3404,5,trigger,focused,3_f_ntw_1,1138.0,Only some of the real estate investments lost money.,9.0,full,no,no,focused
946,3404,5,trigger,focused,4_f_ntw_2,369.0,Only some of the real estate investments lost money.,9.0,full,no,no,focused
947,3404,5,continuation,complement,1_anaphor,213.5,The others were successful despite the recent economic downturn.,9.0,full,no,no,focused
948,3404,5,continuation,complement,2_predicate,198.0,The others were successful despite the recent economic downturn.,9.0,full,no,no,focused
949,3404,5,continuation,complement,3_clause_boundary,199.0,The others were successful despite the recent economic downturn.,9.0,full,no,no,focused
950,3404,5,continuation,complement,4_next_two_words,206.5,The others were successful despite the recent economic downturn.,9.0,full,no,no,focused
951,3404,11,trigger,focused,1_f_particle,219.0,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
952,3404,11,trigger,focused,2_f_quantifier,199.5,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
953,3404,11,trigger,focused,3_f_ntw_1,209.0,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
954,3404,11,trigger,focused,4_f_ntw_2,209.5,Only some of the bottles of Chardonnay were missing.,9.0,partial,no,no,focused
955,3404,11,continuation,complement,1_anaphor,210.5,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
956,3404,11,continuation,complement,2_predicate,204.5,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
957,3404,11,continuation,complement,3_clause_boundary,202.0,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
958,3404,11,continuation,complement,4_next_two_words,205.5,The rest were safe but I was still extremely upset.,10.0,partial,no,no,focused
959,3404,1,trigger,scalar,1_s_quantifier,227.5,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
960,3404,1,trigger,scalar,2_s_ntw_1,212.0,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
961,3404,1,trigger,scalar,3_s_ntw_2,211.0,Some of the gold watches were fakes.,7.0,partial,no,yes,scalar
962,3404,1,continuation,complement,1_anaphor,196.5,"The rest were real, but the company is still planning to sue.",12.0,partial,no,yes,scalar
963,3404,1,continuation,complement,2_predicate,224.0,"The rest were real, but the company is still planning to sue.",12.0,partial,no,yes,scalar
964,3404,1,continuation,complement,3_clause_boundary,217.0,"The rest were real, but the company is still planning to sue.",12.0,partial,no,yes,scalar
965,3404,1,continuation,complement,4_next_two_words,188.0,"The rest were real, but the company is still planning to sue.",12.0,partial,no,yes,scalar
966,3404,24,trigger,scalar,1_s_quantifier,204.5,Some of my stocks went up.,6.0,partial,no,yes,scalar
967,3404,24,trigger,scalar,2_s_ntw_1,202.5,Some of my stocks went up.,6.0,partial,no,yes,scalar
968,3404,24,trigger,scalar,3_s_ntw_2,222.0,Some of my stocks went up.,6.0,partial,no,yes,scalar
